CustomerName,CustomerNational,CustomerType,RoomType,Duration,Positive_Review,Negative_Review,CustomerPoint,Review_Title,HotelName
Trevor,Jersey,Nhóm,Phòng Superior Giường Đôi/2 Giường Đơn Nhìn Ra Biển,5 đêm,"Good location, had a great view of the sea from the 6th floor. Staff were friendly and very good service.
Breakfast buffet had plenty of choice.","Very disappointed with the very expensive sky bar which you could not see the sky and were unable to seat in the seats near the window. This bar needs renaming.
Crossing the road to walk on the beach and to the restaurants, not a pleasant or safe experience. If Da Nanag is planning to encourage tourism they will need to improve this.","8,0",Enjoyed the our stay,Grand Tourane Hotel Da Nang
Mario,Úc,Cặp đôi,Phòng Premier Deluxe,3 đêm,good position and friendly staff,,10,Xuất sắc,Grand Tourane Hotel Da Nang
Stephanie,Vương Quốc Anh,Cặp đôi,Phòng Superior 2 Giường Đơn Nhìn Ra Biển,2 đêm,Great location for the beach and walking down to the dragon bridge. Fabulous sea views. Comfortable room.,Surprised how much noise we could hear from the outside… and we were on the 18th floor….,"9,0","Great location, fabulous views.",Grand Tourane Hotel Da Nang
John,Vương Quốc Anh,Cặp đôi,Phòng Superior Giường Đôi/2 Giường Đơn Nhìn Ra Biển,3 đêm,"Fabulous views, staff brilliant, nice big pool",Nothing,10,Xuất sắc,Grand Tourane Hotel Da Nang
John,Singapore,Cặp đôi,Phòng Superior Giường Đôi/2 Giường Đơn Nhìn Ra Biển,2 đêm,"1. Quite clean but can improve more by ensuring windows are clear too. 
2. Ensure guests do not shout or talk aggressively in the hotel. Creates a low class image of the hotel.",No music in lobby and common walkway.,"8,0",Rất tốt,Grand Tourane Hotel Da Nang
Ted,Mỹ,Nhóm,Phòng Premier Deluxe,4 đêm,"Amazing breakfast!
Beautiful room!
Wonderful staff!",None,10,Wonderful stay!,Grand Tourane Hotel Da Nang
Thi,Singapore,Nhóm,Phòng Superior 2 Giường Đơn Nhìn Ra Biển,2 đêm,"Location close to all restaurants and dragon bridge, with awesome sea view. Spacious rooms.","Not so modern facilities, but it’s totally fine for us given the sea view, location and price","9,0",Great hotel with sea view and surrounding amenities,Grand Tourane Hotel Da Nang
Kristina,Áo,Phòng gia đình,Phòng Superior Giường Đôi Nhìn Ra Thành Phố,6 đêm,"Very clean, spacious rooms, beautiful view to the sea, breakfast staff are the sweetest people",Staff at reception was kind of stupid,10,Great stay,Grand Tourane Hotel Da Nang
Karim,Malaysia,Cặp đôi,Phòng Superior Giường Đôi/2 Giường Đơn Nhìn Ra Biển,5 đêm,"Wide selection of food for breakfast, room was comfortable and hotel was near to beach",bedroom pillows were too soft. Hallways from lift to bedrooms were hot,"8,0",Overall very enjoyable,Grand Tourane Hotel Da Nang
タカハシ,Nhật Bản,Cặp đôi,Phòng Premier Deluxe,3 đêm,Close to cebter city,Some euipments are old.,"7,0",Very good,Grand Tourane Hotel Da Nang
Judith,United Arab Emirates (Các Tiểu Vương Quốc Ả Rập Thống Nhất),Cặp đôi,Phòng Superior Giường Đôi/2 Giường Đơn Nhìn Ra Biển,6 đêm,"Great location for beautiful beach and restaurants including Esco, East West Brewing and the smaller beach bars. Amazing welcome with cake fruit and swan towels to celebrate our wedding anniversary.","It was a shame that the rooftop bar was closed, we would have gone there.","9,0",Generous greeting from Grand Tourane,Grand Tourane Hotel Da Nang
Hong,Mỹ,Cặp đôi,Phòng Premier Deluxe,2 đêm,We had a great view from our room. It was spacious and super comfortable. The breakfast option was amazing and well worth it. The Grand Tourane was across from the beach and the amenities were great. We used the tennis court and pool during our stay. The staff members were great and helpful.,"Overall, we had a great stay at the hotel. The room is starting to get a bit outdated, but they do a great job trying to maintain the hotel for guests.",10,Great location and view.,Grand Tourane Hotel Da Nang
Mark,Úc,Cặp đôi,Phòng Superior Giường Đôi Nhìn Ra Thành Phố,5 đêm,,The restaurant was always hot and uncomfortable. Felt sorry for the staff also.,"8,0",Overall good.,Grand Tourane Hotel Da Nang
Manh,Việt Nam,Cặp đôi,Phòng Superior Giường Đôi/2 Giường Đơn Nhìn Ra Biển,1 đêm,"Breakfast nothing special, Room í fine and great beach front",No services,"8,0",Rất tốt,Grand Tourane Hotel Da Nang
Shahina,Vương Quốc Anh,Nhóm,Phòng Superior Giường Đôi/2 Giường Đơn Nhìn Ra Biển,4 đêm,"The location was good, right across the street from the beach. Breakfast was tasty and lots of variety. The swimming pool is big and refreshing after a hot day. Sea view was nice","Staff were lacklustre - no one helped with our bags on check-in, and the process to check in was slow. No tours are available, only cars to take you to locations yet the TV advertises tours. Windows are super thin, so if you're a light sleeper, you'll be awoken by noise outside, and curtains are thin, so lots of light comes in early in the morning","7,0","Decent location, sea view, but hotel needs improvement",Grand Tourane Hotel Da Nang
Eline,Na Uy,Cặp đôi,Phòng Superior 2 Giường Đơn Nhìn Ra Biển,3 đêm,"This is my FAVOURITE hotel, and I will stay here next time im in Da Nang as well. When we first came me and my boyfriend had a beautiful room with seaview, then we was supposed to move room to a room with city view. But instead we got a call the morning with the news that we was upgraded to a bigger room with seaview. And this room is the most beautiful room I`ve ever stayed at! 
The room service was so good. They cleaned our room every morning, we got water two times a day and they fixed our room ready for night in the afternoon. 
The breakfast was good, with the cutest waiters. 
The gym was nice and new, and had all the equipments I needed for a full body workout. 
When we checked out the receptionist came after us with a present- it was a nice wooden model of the hotel. This was the perfect souvenir for us. 
I also loved the location- the beach was just over the road and there was many nice cafees and restaurants in short walking distance. The guards in the car park was always so nice when we came with our scooter. 
Highly recomment the hotel!","More aircondition in the hallways and in the elevator would be nice. But there was nothing I really didnt like. 
My only comment to the gym is that I would love to have a squat rach with different plates. Then the gym would be a 10/10.",10,This is my favorite hotel,Grand Tourane Hotel Da Nang
Steve,Vương Quốc Anh,Cặp đôi,Phòng Superior Giường Đôi Nhìn Ra Thành Phố,6 đêm,"Great hotel on the beach road at the start of the town center. Check in easy and quick . we had a town view room which was fine, large and spacious with a nice sitting area. The room was clean and service daily always had water provided.
Restaurant for breakfast was very good with western and Vietnamese options available. Evening quieter but the food choice again is good and very reasonable.
The beach opposite the hotel is clean and with plenty of space.
For us the big benefit was the hotel pool private and plenty of place to sit.
We used the hotel transfer to Danang airport ,very convenient and dropped us off at the domestic terminal for our flight to Hanoi.
Staff were very helpful and a credit to the hotel.
I would stay again on a repeat trip.",Disappointed that the Sky lounge bar on the top floor was closed at the time of my visit . This maybe due to just reopening after covid.,10,Great place to stay opposite the beach.,Grand Tourane Hotel Da Nang
Ronald,Mỹ,Cặp đôi,Suite Nhìn Ra Biển,3 đêm,"we loved everything about the property, and the staff was amazing from start to finish",,"9,0",amazing view great service great location,Grand Tourane Hotel Da Nang
Stephentguth,Mỹ,Phòng gia đình,Phòng Premier Deluxe,4 đêm,Location was great,They should tell people that their rooftop bar is not open..,"8,0",Rất tốt,Grand Tourane Hotel Da Nang
Kane,Úc,Nhóm,Phòng Superior Giường Đôi/2 Giường Đơn Nhìn Ra Biển,3 đêm,The views of the beach are incredible and the staff were so wonderful,,10,Planning on going back!,Grand Tourane Hotel Da Nang
Jose,Đức,Cặp đôi,Phòng Superior Giường Đôi/2 Giường Đơn Nhìn Ra Biển,2 đêm,The staff at the restaurant is amazing. The dinner and the breakfast were good. Great view from the room at the 16th floor. The rooms are very spacious and clean.,It would be nice if they could heat a bit the pool during the cold season.,"9,0",Tuyệt hảo,Grand Tourane Hotel Da Nang
Chris,Vương Quốc Anh,Cặp đôi,Phòng Superior 2 Giường Đơn Nhìn Ra Biển,2 đêm,the view from our bedroom window looking out towards the beach and sea was stunning,"one of the reasons I booked this hotel was because I use saunas in a daily basis and thought from the pictures advertised that you could use the sauna.

I was very very disappointed to find out that you could only use the sauna if you booked the full spa package including massage etc.","9,0",very very comfortable,Grand Tourane Hotel Da Nang
Nicole,Úc,Nhóm,Phòng Superior 2 giường đơn nhìn ra cảnh thành phố,5 đêm,"everything! the hotel, the room, the pool, the location, the breakfast, the staff. all was fab thank you",,10,"we loved everything! the hotel, the room, the pool, the location, the breakfast, the staff. all was fab thank you",Grand Tourane Hotel Da Nang
Anand,Ấn Độ,Phòng gia đình,Phòng Superior 2 Giường Đơn Nhìn Ra Biển,3 đêm,almost everything is good,,"8,0",Rất tốt,Grand Tourane Hotel Da Nang
Rupil,Singapore,Phòng gia đình,Phòng Superior Giường Đôi/2 Giường Đơn Nhìn Ra Biển,3 đêm,The location and view from high floor unit. Our room (Premier deluxe ) was quite spacious and had a very nice view. We liked the room a lot in this property.,"Breakfast. Very less options for vegetarian and quite a repetitive menu. Even there selection of bread and dessert were too small.
Although must say there omellete counter was the saviour otherwise they have very less options for pure vegetarian Infact there cornflakes were so bad in quality that even vegetarian won't have it.","8,0",Rất tốt,Grand Tourane Hotel Da Nang
Selima,Canada,Cặp đôi,Phòng Superior 2 giường đơn nhìn ra cảnh thành phố,2 đêm,it’s as nice as they come… did not over advertise. You get what you see. I love the sea view and the pool area. Water was too cold to swim but that’s not the hotel’s fault. I slept like a baby in those sheets and pillows.,my experience during the elaborate buffet breakfast was ruined by two vegan tourists complaining how the hotel has limited vegan options for them. There were enough vegan options; just not what these tourists were looking for. They demand poori and other spicy vegan options like they would get back home. Poor manager actually went out of his way to try to accommodate these unreasonable guests. That was the moment ruined by these privileged self-entitled tourists.,10,Had a nice stay and will return!,Grand Tourane Hotel Da Nang
David,Việt Nam,Cặp đôi,Phòng Superior Giường Đôi/2 Giường Đơn Nhìn Ra Biển,3 đêm,"Everything went exceptionally well, from check in to check out.
The room was very clean and spacious, shower and bath were what you would hope for.
The staff were very pleasant and helpful, even helping me sort out domestic flights. Breakfast was more than sufficient ( except they had no baked beans on some days ) 
We also had a really good view from the 21st floor. We were there during the typhoon so had a great view of the sea during the storm.","There wasn't anything I didn't like. I was only disappointed that they didn't have baked beans ( as stipulated ) on the menu every morning.
After eating out for for two weeks, tomato baked beans are a blessing to some.
No 24hr room service.",10,"I enjoyed my stay 100 percent, I plan to stay again next year.",Grand Tourane Hotel Da Nang
David,Việt Nam,Cặp đôi,Phòng Superior Giường Đôi/2 Giường Đơn Nhìn Ra Biển,1 đêm,location and cleanliness,nothing I didn’t like about the property,10,Great stay would definitely stay again,Grand Tourane Hotel Da Nang
Tu,Mỹ,Khách lẻ,Phòng Deluxe,1 đêm,The room was clean but the property itself is old and need minor remodeling.,They have tour groups that stay at hotel that lower the value of the property.,"8,0",Nice clean room with nice staff. The property is a bit old and a bit far from the main strip.,Grand Tourane Hotel Da Nang
Magdalena,Ba Lan,Phòng gia đình,Phòng Superior Giường Đôi/2 Giường Đơn Nhìn Ra Biển,4 đêm,The rooms were very clean and spacious. The localization was perfect. Near the beach and the city. The view was amazing. We also loved the spa. I really recommend this hotel,Everything was perfect. There was nothing to complain about,10,My stay in the hotel was pwrfect,Grand Tourane Hotel Da Nang
Mysontos,Thái Lan,Cặp đôi,Phòng Superior 2 Giường Đơn Nhìn Ra Biển,3 đêm,I like the atmosphere and the staff,,10,Staff smile all the time,Grand Tourane Hotel Da Nang
Kara,Úc,Phòng gia đình,Phòng Superior 2 giường đơn nhìn ra cảnh thành phố,4 đêm,The staff are seriously the friendly and I truly mean friendly! The breakfast was wonderful. I must reiterate how amazing the staff are and they would go out of their way to accommodate your needs. My daughter needed the hospital and it seemed every staff member was generally concerned about her well being.,Nothing!,"9,0",Felt very welcome and genuinely happy we were there.,Grand Tourane Hotel Da Nang
Jonhan,Mỹ,Cặp đôi,Phòng Superior Giường Đôi/2 Giường Đơn Nhìn Ra Biển,3 đêm,staffs friendly,"check out too long. more than 30
minutes","9,0",great place. I will come again,Grand Tourane Hotel Da Nang
Kkrzysztoff,Ba Lan,Nhóm,Phòng Superior 2 Giường Đơn Nhìn Ra Biển,3 đêm,"Royal fantastic breakfasts, nice localization by the beach, at 5am you can watch sun rise through your window - amazing, nice staff, very good hotel! I will certainly stay in here while in Da Nang next time.",No A/C in corridors and in elevator/lift - it was awaful. Downtown - the night life is about 2 km far.,10,5* - I fully recommend and I will stay here again,Grand Tourane Hotel Da Nang
Saman,Luxembourg,Khách lẻ,Phòng Premier Deluxe,4 đêm,"They have big rooms, it is very clean, good housekeeping, good view from my room, good bathroom",Reception staff was very young and they were not always very helpful since they couldnt understand English very well,"6,0",Dễ chịu,Grand Tourane Hotel Da Nang
Anthony,Úc,Phòng gia đình,Suite Nhìn Ra Biển,3 đêm,"The hotel is fantastic, great pool good location easy to order grab services.. But the thing that stands out are the staff .Lilly, Rosie, Sally and Catherine are nothing less then amazing..They definitely go out of their way at all times above and beyond to make our/your stay so pleasurable. We had initially booked for 3 nights but extended our stay to 6 nights mainly due to the amazing service and kindness to us but also our daughter...",Nothing,"6,0",Dễ chịu,Grand Tourane Hotel Da Nang
Thái,Việt Nam,Phòng gia đình,Phòng Superior Giường Đôi/2 Giường Đơn Nhìn Ra Biển,3 đêm,The hotel is right at the beach and is about 1.5 km from the night market. The swimming pool is nice but the weather was very cold and we did not have a chance to swim. Staff are friendly and helpful.,"This hotel does not meet 5 star standard. It should be a 3.5 star hotel. Some towels are old, ragged both in the room and at the swimming pool. I book a room for 2 adults and 2 kids but the bed is super small, only fit for 1 adult and 1 kid. The breakfast is bad with just a few, non-delicious food (both Western style and Asian style).","3,0",Kém,Grand Tourane Hotel Da Nang
Diptanil,Ấn Độ,Phòng gia đình,Phòng Superior Giường Đôi Nhìn Ra Thành Phố,2 đêm,Only the Location,"The Hotel Rooms - we had taken 2 Rooms in both the Rooms the Doors were not Closing...
The Shower Area was very messy - there was a shower curtain which was not covering the area and after shower the entire bathroom was wet...just not worth after paying so much...
Breakfast was over by 9:45 am No Refill...absolutely frustrating when U go with your family...","1,0",Cực kỳ tệ,Grand Tourane Hotel Da Nang
Không tên,Singapore,Nhóm,Phòng Superior 2 Giường Đơn Nhìn Ra Biển,2 đêm,central location beach facing convenient,feedback toilet has a strong urine smell which I tried washing the floor but didn’t help. feedback to counter staff. staff did not remove the smell in housekeeping,"6,0",Dễ chịu,Grand Tourane Hotel Da Nang
Yongjae,Hàn Quốc,Cặp đôi,Phòng Premier Deluxe,2 đêm,미케비치 접근성이 너무 좋아요.,조식부페는 흠… 구성대비 맛이 떨어지는 것 같아요,"8,0",Rất tốt,Grand Tourane Hotel Da Nang
Gérard,Việt Nam,Cặp đôi,Phòng Superior Giường Đôi Nhìn Ra Thành Phố,1 đêm,"Très bon rapport qualité prix pour ce 5 étoiles. Confort, propreté, emplacement, accueil et sympathie du personnel.",,"9,0",Tuyệt hảo,Grand Tourane Hotel Da Nang
Toshi_mr,Nhật Bản,Nhóm,Phòng Superior Giường Đôi Nhìn Ra Thành Phố,5 đêm,"今回で４回目ですが、安定のホテルです。

プールあり、朝食も豊富で、この値段はお得感がありいいと思います！",特にありません。,"8,0",ダナンで宿泊するならやっぱりミーケビーチ,Grand Tourane Hotel Da Nang
Masanori,Việt Nam,Cặp đôi,Phòng Superior Giường Đôi/2 Giường Đơn Nhìn Ra Biển,2 đêm,ロケーション,シャワー,"7,0",良かった,Grand Tourane Hotel Da Nang
Seungwon,Hàn Quốc,Cặp đôi,Phòng Superior Giường Đôi Nhìn Ra Thành Phố,3 đêm,가성비가 좋습니다. 직원들 매우 친절하구요. 미케비치 주변에 어지간한 음식점이나 상점들이 다 근처에있어서 걸어다닐만 했습니다. 수영장은 바닥에 모래가 좀 있지만 물은 깨끗한 편이였구 룸 샤워실도 뜨거운물 잘 나옵니다. 저는 해변뷰가 아닌 도심뷰 룸이였지만 밤에는 나름 운치있었습니다.,방음이 좀 안되요. 옆방 건너방 소리 간간히 들립니다. 시끄럽게 떠드는 손님이 옆방에 오면 난감할 듯 합니다,10,가성비 휼륭,Grand Tourane Hotel Da Nang
Romano,Thụy Sỹ,Nhóm,Phòng Premier Deluxe,6 đêm,,"Zu viele Gruppen aus China. Frühstücken in Ruhe, war unmöglich. Gäste ohne Respeckt und Anstand.","7,0",Tốt,Grand Tourane Hotel Da Nang
Natalia,Nga,Phòng gia đình,Phòng Superior Giường Đôi/2 Giường Đơn Nhìn Ra Biển,1 đêm,"Вид из окна шикарный. Довольно удобное расположение, если вы любите погулять.","Если вы бывали в международных пятизвездочных отелях, то поймете, что это уверенные три звезды. Если б так и позиционировали они себя, я была бы довольна. Но это никак не 5 звезд.
Номера большие, но какие-то пустые и бестолковые, обшарпанные местами. Но это ладно, мы не сидеть в номере приехали. А вот спать как раз сложно. Да, вид из окон шикарный, очень красиво! Но очень шумно. Слышна дорога и постоянно сигналившие водители. Всю ночь играла музыка. Я просыпалась постоянно и даже в 5:30 утра музыка играла. А дальше по коридорам начали ходить туристы. Что оказалось еще более шумно. В общем, не выспались.
Прям рядом с отелем нет кафе, нужно прогуляться. Но я ставлю 5 за местоположение, тк мы любим гулять. До драконьего моста пешком 25 минут.
Завтрак, на мой взгляд, более азиатского состава. Я не против, но мне было не очень вкусно. Даже круассаны больше похожи на хлеб, чем на воздушную хрустящую выпечку.
Я не из тех людей, кто придирается ко всему, наоборот. Но, ребята, если вы называете себя пятизвездочным отелем, то нужно соответствовать. Посетите международные сетевые отели и сравните. Желаю успехов и процветания!","8,0","Виды из окна отличные, но выспаться не удалось.",Grand Tourane Hotel Da Nang
